age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,y (yes or no)  ,probability of yes (or score)
24, Private,200089, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Guatemala,,
43, Local-gov,23157, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,50, United-States,,
44, Private,117936, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States,,
39, Private,123417, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States,,
57, Private,161642, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States,,
30, Private,241844, HS-grad,9, Separated, Handlers-cleaners, Own-child, Black, Male,0,0,40, United-States,,
19, Private,202951, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States,,
42, Private,13769, Assoc-voc,11, Divorced, Prof-specialty, Unmarried, White, Male,0,0,40, United-States,,
63, Private,114424, Some-college,10, Separated, Machine-op-inspct, Other-relative, Black, Female,0,0,37, United-States,,
19, Private,298435, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,2001,40, Cuba,,
41, Federal-gov,33487, Some-college,10, Divorced, Adm-clerical, Other-relative, Amer-Indian-Eskimo, Female,0,0,38, United-States,,
50, Local-gov,68898, Doctorate,16, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States,,
43, Private,580591, 1st-4th,2, Married-spouse-absent, Farming-fishing, Not-in-family, White, Male,0,0,28, Mexico,,
59, Private,108929, Doctorate,16, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States,,
57, Private,161662, HS-grad,9, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,4650,0,40, United-States,,
21, Private,177940, HS-grad,9, Married-spouse-absent, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States,,
53, Federal-gov,172898, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States,,
50, Self-emp-inc,209642, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,99999,0,55, United-States,,
63, Private,210350, 5th-6th,3, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,32, Mexico,,
42, Self-emp-not-inc,103759, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,48, United-States,,
69, Private,150600, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, United-States,,
54, Private,226497, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,,
41, Local-gov,139160, Bachelors,13, Divorced, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States,,
54, Private,339518, Assoc-acdm,12, Married-spouse-absent, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female,0,0,40, Philippines,,
56, Private,329948, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,,
34, Local-gov,198953, Some-college,10, Divorced, Protective-serv, Unmarried, Black, Female,0,0,40, United-States,,
23, Private,114939, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States,,
28, Private,105817, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States,,
19, Private,134252, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,35, United-States,,
36, Private,362067, Assoc-voc,11, Separated, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States,,
47, Local-gov,55237, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,44, United-States,,
31, State-gov,203572, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,30, United-States,,
19, Private,276937, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,25, United-States,,
29, Private,178610, Some-college,10, Divorced, Other-service, Unmarried, White, Female,0,0,21, United-States,,
29, Private,183523, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,40, United-States,,
24, Private,295073, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,50, United-States,,
20, Private,510643, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States,,
51, Private,207419, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,60, United-States,,
62, Private,499971, 11th,7, Widowed, Handlers-cleaners, Not-in-family, Black, Female,0,0,40, United-States,,
44, Self-emp-not-inc,136986, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,25, United-States,,
49, Private,102096, 9th,5, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,3781,0,40, United-States,,
37, Private,149347, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,,
39, Private,245665, Assoc-acdm,12, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States,,
32, Private,418617, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,55, El-Salvador,,
31, Private,176025, HS-grad,9, Never-married, Tech-support, Unmarried, Black, Female,0,0,40, United-States,,
25, Private,109419, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Female,8614,0,45, United-States,,
59, Self-emp-not-inc,381965, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,1740,80, United-States,,
64, State-gov,186376, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,5178,0,40, United-States,,
49, Private,47403, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,,
60, Private,338833, HS-grad,9, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,38, United-States,,
26, Private,96645, Doctorate,16, Never-married, Craft-repair, Other-relative, Black, Male,0,0,20, United-States,,
30, Private,172830, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,3325,0,40, United-States,,
39, Private,236648, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1848,42, United-States,,
40, Private,309990, Some-college,10, Separated, Other-service, Unmarried, White, Female,0,0,40, United-States,,
69, Local-gov,216269, Assoc-acdm,12, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,,
27, Private,221561, 11th,7, Married-civ-spouse, Other-service, Wife, Black, Female,0,0,32, United-States,,
54, State-gov,88528, Masters,14, Never-married, Prof-specialty, Unmarried, White, Female,0,0,37, United-States,,
37, Private,188571, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,,
40, Self-emp-not-inc,173651, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States,,
21, Private,227220, HS-grad,9, Never-married, Other-service, Other-relative, White, Female,0,0,33, United-States,,
41, Private,175883, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States,,
46, Private,273796, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,65, United-States,,
56, Private,208640, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,,
35, Private,433682, Bachelors,13, Never-married, Tech-support, Not-in-family, Black, Male,0,0,40, United-States,,
47, Private,125892, HS-grad,9, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States,,
53, Private,117674, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, United-States,,
39, Self-emp-not-inc,192626, HS-grad,9, Separated, Farming-fishing, Not-in-family, White, Male,0,0,50, United-States,,
46, Private,212944, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,32, United-States,,
33, Local-gov,163867, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,8, United-States,,
46, Self-emp-not-inc,366089, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States,,
28, Private,335542, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female,0,1628,50, United-States,,
35, Private,107302, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,,
23, Federal-gov,102684, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,60, United-States,,
24, Self-emp-not-inc,49154, 11th,7, Never-married, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States,,
43, Private,437318, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,,
41, Private,694105, HS-grad,9, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States,,
43, Self-emp-inc,198871, Assoc-voc,11, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,88, United-States,,
44, Private,96129, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,,
24, Private,195770, Some-college,10, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States,,
52, Private,142757, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,56, United-States,,
18, Private,85508, 12th,8, Never-married, Sales, Own-child, White, Female,0,0,12, United-States,,
29, Federal-gov,157313, Assoc-voc,11, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,,
63, Self-emp-not-inc,261995, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,,
47, Self-emp-not-inc,326292, Bachelors,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States,,
59, Private,184553, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States,,
29, Private,255364, Some-college,10, Divorced, Other-service, Own-child, White, Male,594,0,24, United-States,,
29, Self-emp-not-inc,37429, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female,0,0,30, United-States,,
41, Private,150011, Bachelors,13, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States,,
33, Private,100294, HS-grad,9, Separated, Craft-repair, Not-in-family, White, Male,0,0,50, United-States,,
58, Private,129786, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,,
61, Private,353031, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States,,
19, Private,143608, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States,,
50, Private,240374, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,,
69, Self-emp-inc,264722, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,,
46, Private,110171, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Italy,,
32, Federal-gov,72630, Prof-school,15, Never-married, Prof-specialty, Not-in-family, White, Male,14084,0,55, United-States,,
33, Private,236304, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,60, United-States,,
49, Private,196360, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,46, United-States,,
31, Private,198452, Some-college,10, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,18, United-States,,
42, Private,806552, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,,
59, Private,147098, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,,
41, Self-emp-not-inc,49156, Doctorate,16, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,30, United-States,,
35, Federal-gov,207973, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,55, Canada,,
37, Private,184117, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States,,
51, State-gov,128260, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States,,
48, Private,99127, Assoc-voc,11, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,,
33, Self-emp-not-inc,398874, Bachelors,13, Never-married, Tech-support, Own-child, White, Male,0,0,40, United-States,,
59, Private,75541, HS-grad,9, Widowed, Craft-repair, Not-in-family, White, Female,0,0,40, United-States,,
53, Private,228752, HS-grad,9, Separated, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, United-States,,
35, Local-gov,33943, Some-college,10, Married-civ-spouse, Protective-serv, Husband, Other, Male,0,0,40, United-States,,
23, Private,197997, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,30, United-States,,
36, Private,181146, Masters,14, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, India,,
46, Private,207733, 1st-4th,2, Widowed, Other-service, Unmarried, White, Female,0,0,40, Puerto-Rico,,
55, Private,236731, 1st-4th,2, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Dominican-Republic,,
63, Private,355459, 12th,8, Widowed, Priv-house-serv, Unmarried, Black, Female,0,0,35, United-States,,
37, State-gov,211286, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States,,
35, Private,170195, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States,,
36, Private,167691, Some-college,10, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States,,
57, Self-emp-not-inc,258121, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,,
29, Federal-gov,204796, 10th,6, Separated, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,,
24, Private,112009, HS-grad,9, Divorced, Other-service, Unmarried, White, Female,0,0,35, United-States,,
32, Private,87310, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States,,
40, Private,284086, 9th,5, Divorced, Transport-moving, Not-in-family, White, Male,0,0,30, United-States,,
33, Self-emp-inc,134737, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,2829,0,70, United-States,,
25, Private,306908, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,,
27, Private,81648, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,,
51, Self-emp-not-inc,22154, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States,,
54, Private,146834, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,,
37, Private,219137, 7th-8th,4, Divorced, Sales, Unmarried, White, Female,0,0,44, United-States,,
55, Private,217241, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,,
43, Federal-gov,79529, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,35, United-States,,
39, Local-gov,187385, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,28, United-States,,
23, Private,215616, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,37, United-States,,
56, Private,192845, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,40, United-States,,
23, Private,255685, Some-college,10, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,25, United-States,,
38, Private,110167, Masters,14, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,,
26, Private,250261, 1st-4th,2, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,55, Mexico,,
32, Private,182274, HS-grad,9, Separated, Other-service, Own-child, White, Female,0,0,37, United-States,,
36, Private,239409, HS-grad,9, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,50, United-States,,
63, Private,130968, 9th,5, Divorced, Transport-moving, Not-in-family, White, Male,0,0,50, United-States,,
44, Private,184527, Bachelors,13, Divorced, Exec-managerial, Unmarried, White, Female,4934,0,45, United-States,,
49, Self-emp-inc,211020, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,50, United-States,,
60, Local-gov,195409, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,52, United-States,,
36, Private,218188, HS-grad,9, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,32, United-States,,
22, Private,124971, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,30, United-States,,
38, Private,220694, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,,
42, Private,163322, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,38, United-States,,
22, Private,59184, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,30, United-States,,
55, Private,120910, HS-grad,9, Separated, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,,
30, Private,352105, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States,,
27, Private,309463, 9th,5, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,10, United-States,,
30, Private,332975, 11th,7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,55, United-States,,
43, Local-gov,317185, Assoc-voc,11, Divorced, Prof-specialty, Unmarried, White, Female,0,0,36, United-States,,
43, Private,102606, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,48, United-States,,
23, Self-emp-inc,295254, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,,
47, State-gov,210557, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,,
61, Private,136109, 11th,7, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States,,
38, Local-gov,94529, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Wife, White, Female,3103,0,50, United-States,,
48, Private,159577, 10th,6, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States,,
40, Private,98466, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,,
29, Local-gov,152461, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States,,
36, State-gov,25806, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, China,,
36, Private,172425, HS-grad,9, Married-spouse-absent, Prof-specialty, Unmarried, White, Female,0,0,40, United-States,,
35, State-gov,308945, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States,,
27, Private,294931, HS-grad,9, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,40, Germany,,
50, State-gov,392668, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,,
23, Local-gov,117789, Assoc-voc,11, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States,,
24, Private,124751, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States,,
30, Private,113433, Some-college,10, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,40, United-States,,
28, Local-gov,169069, HS-grad,9, Never-married, Protective-serv, Not-in-family, White, Male,0,0,40, United-States,,
37, Self-emp-inc,329980, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,15024,0,50, United-States,,
18, Private,162084, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States,,
18, Private,299347, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States,,
55, Private,178353, 9th,5, Divorced, Machine-op-inspct, Not-in-family, White, Male,10520,0,60, United-States,,
31, Private,173473, Masters,14, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,45, United-States,,
49, Private,139571, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,4064,0,40, United-States,,
33, Private,192644, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,90, United-States,,
55, Federal-gov,154274, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Female,8614,0,40, United-States,,
22, Private,186383, HS-grad,9, Married-civ-spouse, Priv-house-serv, Wife, White, Female,0,0,40, United-States,,
20, Private,258509, HS-grad,9, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,40, United-States,,
36, Private,224541, 7th-8th,4, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, El-Salvador,,
21, Private,224632, Bachelors,13, Never-married, Adm-clerical, Own-child, Black, Female,0,0,38, United-States,,
35, Private,151322, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,,
43, Private,180138, HS-grad,9, Separated, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,,
37, Local-gov,116736, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,,
38, State-gov,200904, 10th,6, Separated, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States,,
34, Private,421200, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States,,
47, Private,202117, HS-grad,9, Divorced, Sales, Not-in-family, White, Female,0,0,37, United-States,,
23, Private,256356, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States,,
31, Private,127651, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,38, United-States,,
38, Private,452353, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,,
17, Private,266497, 9th,5, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,40, Mexico,,
50, Private,146015, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,,
52, Private,228516, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male,0,0,35, United-States,,
32, Local-gov,318647, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,36, United-States,,
27, Self-emp-not-inc,32280, HS-grad,9, Never-married, Farming-fishing, Unmarried, White, Male,0,0,50, United-States,,
25, State-gov,230200, Bachelors,13, Married-civ-spouse, Other-service, Wife, White, Female,0,0,40, United-States,,
47, Local-gov,274657, HS-grad,9, Married-civ-spouse, Other-service, Other-relative, White, Male,3908,0,40, United-States,,
45, Self-emp-not-inc,32948, Bachelors,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States,,
58, Local-gov,100054, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,,
41, Private,470486, 1st-4th,2, Married-spouse-absent, Handlers-cleaners, Unmarried, White, Male,0,1719,40, Mexico,,
41, Private,122033, Some-college,10, Never-married, Exec-managerial, Unmarried, Black, Female,0,0,99, United-States,,
40, Private,132222, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States,,
31, Private,373903, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,,
19, Private,286419, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, United-States,,
46, Private,161819, HS-grad,9, Separated, Other-service, Unmarried, Black, Female,0,0,25, United-States,,
51, Private,175122, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States,,
39, Private,286026, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,52, United-States,,
33, Private,392812, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States,,
51, Local-gov,227261, Some-college,10, Divorced, Protective-serv, Unmarried, Black, Female,0,0,40, United-States,,
51, Local-gov,169182, 9th,5, Widowed, Other-service, Not-in-family, White, Female,0,0,45, Cuba,,
58, Private,117299, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,,
33, Local-gov,40142, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,56, United-States,,
47, Private,78022, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,,
42, Private,56072, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States,,
27, Private,96718, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,39, United-States,,
25, State-gov,66692, Bachelors,13, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States,,
31, Private,264351, 12th,8, Separated, Adm-clerical, Own-child, White, Male,0,0,40, Mexico,,
27, Private,95725, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1740,40, United-States,,
25, Private,235218, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,,
24, Federal-gov,332194, 9th,5, Never-married, Adm-clerical, Other-relative, Black, Male,0,0,40, United-States,,
46, State-gov,76075, Assoc-voc,11, Divorced, Adm-clerical, Own-child, White, Female,0,0,20, United-States,,
29, Private,234972, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,,
60, Self-emp-not-inc,359988, Some-college,10, Married-civ-spouse, Other-service, Wife, White, Female,0,0,12, United-States,,
33, Private,154950, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, United-States,,
17, Private,272372, 11th,7, Never-married, Adm-clerical, Own-child, White, Female,0,0,7, United-States,,
54, Private,295525, Some-college,10, Divorced, Protective-serv, Unmarried, White, Female,0,0,40, United-States,,
41, Federal-gov,58447, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688,0,50, United-States,,
36, Private,153078, Masters,14, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,15024,0,40, Hong,,
42, Local-gov,335248, Assoc-voc,11, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,36, United-States,,
35, Local-gov,225544, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,48, United-States,,
45, Private,118714, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,,
20, Federal-gov,114365, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States,,
66, Self-emp-not-inc,244749, 5th-6th,3, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Cuba,,
58, Private,218312, HS-grad,9, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States,,
32, Private,198183, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States,,
30, Private,118551, Bachelors,13, Never-married, Sales, Not-in-family, White, Female,0,0,35, United-States,,
50, Self-emp-not-inc,200618, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States,,
44, Private,210525, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,,
61, State-gov,205482, HS-grad,9, Married-spouse-absent, Transport-moving, Not-in-family, White, Female,0,0,60, United-States,,
21, Private,203178, HS-grad,9, Never-married, Sales, Own-child, White, Female,0,0,35, United-States,,
57, Self-emp-not-inc,87584, Doctorate,16, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,25, United-States,,
22, Private,293324, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States,,
49, Private,191821, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,32, United-States,,
53, State-gov,205949, Assoc-acdm,12, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States,,
43, Self-emp-not-inc,136986, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,50, United-States,,
39, Private,259716, HS-grad,9, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, Mexico,,
36, Federal-gov,327435, Masters,14, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, United-States,,
41, State-gov,119721, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,,
52, Private,590522, 5th-6th,3, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2002,45, United-States,,
36, Private,128516, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,0,0,20, United-States,,
24, Private,345066, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, Black, Female,0,0,50, United-States,,
39, Private,365465, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,,
55, Private,180497, Assoc-acdm,12, Divorced, Other-service, Not-in-family, White, Female,0,0,52, United-States,,
